,0
0,0.9444444444444444
1,0.9444444444444444
2,0.9444444444444444
3,0.9444444444444444
4,0.9444444444444444
5,0.9444444444444444
6,0.9444444444444444
7,0.9444444444444444
8,0.9444444444444444
9,0.9444444444444444
10,0.9444444444444444
11,0.9444444444444444
12,0.9444444444444444
13,0.9444444444444444
14,0.9444444444444444
15,0.9444444444444444
16,0.9444444444444444
17,0.9444444444444444
18,0.9444444444444444
19,0.9444444444444444
20,0.9444444444444444
21,0.9444444444444444
22,0.9444444444444444
23,0.9444444444444444
24,0.9444444444444444
25,0.9444444444444444
26,0.9444444444444444
27,0.9444444444444444
28,0.9444444444444444
29,0.9444444444444444
30,0.9444444444444444
31,0.9444444444444444
32,0.9444444444444444
33,0.9444444444444444
34,0.9444444444444444
35,0.9444444444444444
36,0.9444444444444444
37,0.9444444444444444
38,0.9444444444444444
39,0.9444444444444444
40,0.9444444444444444
41,0.9444444444444444
42,0.9444444444444444
43,0.9444444444444444
44,0.9444444444444444
45,0.9444444444444444
46,0.9444444444444444
47,0.9444444444444444
48,0.9444444444444444
49,0.9444444444444444
50,0.9444444444444444
51,0.9444444444444444
52,0.9444444444444444
53,0.9444444444444444
54,0.9444444444444444
55,0.9444444444444444
56,0.9444444444444444
57,0.9444444444444444
58,0.9444444444444444
59,0.9444444444444444
60,0.9444444444444444
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,1.0
97,1.0
98,1.0
