,0
0,0.9333333333333333
1,0.9333333333333333
2,0.9333333333333333
3,0.9333333333333333
4,0.9333333333333333
5,0.9333333333333333
6,0.9333333333333333
7,0.9333333333333333
8,0.9333333333333333
9,0.9333333333333333
10,0.9333333333333333
11,0.9333333333333333
12,0.9333333333333333
13,0.9333333333333333
14,0.9333333333333333
15,0.9333333333333333
16,0.9333333333333333
17,0.9333333333333333
18,0.9333333333333333
19,0.9333333333333333
20,0.9333333333333333
21,0.9333333333333333
22,0.9333333333333333
23,0.9333333333333333
24,0.9333333333333333
25,0.9333333333333333
26,0.9333333333333333
27,0.9333333333333333
28,0.9333333333333333
29,0.9333333333333333
30,0.9333333333333333
31,0.9333333333333333
32,0.9333333333333333
33,0.9333333333333333
34,0.9333333333333333
35,0.9333333333333333
36,0.9333333333333333
37,0.9333333333333333
38,0.9333333333333333
39,0.9333333333333333
40,0.9333333333333333
41,0.9333333333333333
42,0.9333333333333333
43,0.9333333333333333
44,0.9333333333333333
45,0.9333333333333333
46,0.9333333333333333
47,0.9333333333333333
48,0.9333333333333333
49,0.9333333333333333
50,0.9333333333333333
51,0.9333333333333333
52,0.9333333333333333
53,0.9333333333333333
54,0.9333333333333333
55,0.9333333333333333
56,0.9333333333333333
57,0.9333333333333333
58,0.9333333333333333
59,0.9333333333333333
60,0.9333333333333333
61,0.9333333333333333
62,0.9333333333333333
63,0.9333333333333333
64,0.9333333333333333
65,0.9333333333333333
66,0.9333333333333333
67,0.9333333333333333
68,0.9333333333333333
69,0.9333333333333333
70,0.9333333333333333
71,0.9333333333333333
72,0.9333333333333333
73,0.9285714285714286
74,0.9285714285714286
75,0.9285714285714286
76,0.9285714285714286
77,0.9285714285714286
78,0.9285714285714286
79,0.9230769230769231
80,0.9230769230769231
81,0.9230769230769231
82,0.9230769230769231
83,0.9230769230769231
84,0.9230769230769231
85,0.9230769230769231
86,0.9166666666666666
87,0.9166666666666666
88,0.9166666666666666
89,0.9166666666666666
90,0.9166666666666666
91,0.9
92,0.8888888888888888
93,0.875
94,0.8571428571428571
95,1.0
96,1.0
97,1.0
98,1.0
