,0
0,0.7285714285714285
1,0.7285714285714285
2,0.7285714285714285
3,0.7285714285714285
4,0.7285714285714285
5,0.7285714285714285
6,0.7285714285714285
7,0.7285714285714285
8,0.7285714285714285
9,0.7285714285714285
10,0.7285714285714285
11,0.7285714285714285
12,0.7285714285714285
13,0.7285714285714285
14,0.7285714285714285
15,0.7285714285714285
16,0.7285714285714285
17,0.7285714285714285
18,0.7285714285714285
19,0.7285714285714285
20,0.7285714285714285
21,0.7285714285714285
22,0.7285714285714285
23,0.7285714285714285
24,0.7285714285714285
25,0.7285714285714285
26,0.7285714285714285
27,0.7285714285714285
28,0.7285714285714285
29,0.7285714285714285
30,0.7285714285714285
31,0.7285714285714285
32,0.7285714285714285
33,0.7285714285714285
34,0.7285714285714285
35,0.7285714285714285
36,0.7285714285714285
37,0.7285714285714285
38,0.7285714285714285
39,0.7285714285714285
40,0.7285714285714285
41,0.7285714285714285
42,0.7285714285714285
43,0.7285714285714285
44,0.7285714285714285
45,0.7285714285714285
46,0.7285714285714285
47,0.7285714285714285
48,0.7285714285714285
49,0.7285714285714285
50,0.7285714285714285
51,0.7285714285714285
52,0.7285714285714285
53,0.7214285714285714
54,0.7214285714285714
55,0.7214285714285714
56,0.7214285714285714
57,0.7214285714285714
58,0.7214285714285714
59,0.7214285714285714
60,0.7214285714285714
61,0.7214285714285714
62,0.7214285714285714
63,0.7214285714285714
64,0.7214285714285714
65,0.7071428571428572
66,0.7071428571428572
67,0.7071428571428572
68,0.7
69,0.7
70,0.7
71,0.6928571428571428
72,0.6857142857142857
73,0.6785714285714286
74,0.6785714285714286
75,0.6785714285714286
76,0.6785714285714286
77,0.6714285714285714
78,0.6714285714285714
79,0.6571428571428571
80,0.6214285714285714
81,0.6071428571428571
82,0.6071428571428571
83,0.6
84,0.5857142857142857
85,0.5785714285714286
86,0.5571428571428572
87,0.5428571428571428
88,0.5285714285714286
89,0.5071428571428571
90,0.4928571428571429
91,0.4714285714285714
92,0.45714285714285713
93,0.44285714285714284
94,0.37142857142857144
95,0.3357142857142857
96,0.2714285714285714
97,0.24285714285714285
98,0.09285714285714286
