,0
0,0.76
1,0.76
2,0.76
3,0.76
4,0.76
5,0.76
6,0.76
7,0.76
8,0.76
9,0.76
10,0.76
11,0.76
12,0.76
13,0.76
14,0.76
15,0.76
16,0.76
17,0.76
18,0.76
19,0.76
20,0.76
21,0.76
22,0.76
23,0.76
24,0.76
25,0.76
26,0.76
27,0.76
28,0.76
29,0.76
30,0.76
31,0.76
32,0.76
33,0.76
34,0.76
35,0.76
36,0.76
37,0.76
38,0.76
39,0.76
40,0.76
41,0.76
42,0.76
43,0.76
44,0.76
45,0.76
46,0.76
47,0.76
48,0.76
49,0.76
50,0.76
51,0.76
52,0.76
53,0.76
54,0.76
55,0.76
56,0.76
57,0.76
58,0.76
59,0.76
60,0.76
61,0.76
62,0.7916666666666666
63,0.7916666666666666
64,0.7916666666666666
65,0.7916666666666666
66,0.7916666666666666
67,0.7916666666666666
68,0.7916666666666666
69,0.8260869565217391
70,0.8260869565217391
71,0.8260869565217391
72,0.8260869565217391
73,0.8260869565217391
74,0.8260869565217391
75,0.8260869565217391
76,0.8636363636363636
77,0.8571428571428571
78,0.9
79,0.8947368421052632
80,0.8947368421052632
81,0.8947368421052632
82,0.8947368421052632
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,1.0
97,1.0
98,1.0
